2024-02-16 21:55:13.120094	https://www.encodeproject.org/report/?type=Experiment&control_type%21=%2A&status=released&perturbed=false&biosample_ontology.classification=cell+line&assay_title=eCLIP&target.investigated_as=RNA+binding+protein&limit=all
ID	Accession	Assay name	Assay title	Biosample classification	Target	Target of assay	Target gene symbol	Biosample summary	Biosample term name	Dbxrefs	Description	Lab	Project	Status	Files	Related series	Biosample accession	Biological replicate	Technical replicate	Linked antibody	Organism	Life stage	Biosample age	Biosample treatment	Biosample treatment ontology ID	Biosample treatment amount	Biosample treatment amount units	Biosample treatment duration	Biosample treatment duration units	Synchronization	Post-synchronization time	Post-synchronization time units	Biosample modification site target organism	Biosample modification site introduced gene organism	Replicates	Mixed biosamples	Cellular component	Library construction platform	Library construction method
/experiments/ENCSR773KRC/	ENCSR773KRC	eCLIP	eCLIP	cell line	/targets/SRSF9-human/	SRSF9	SRSF9	Homo sapiens HepG2	HepG2	GEO:GSE92044,RBPImage:SRSF9	eCLIP experiment on HepG2 against SRSF9	Gene Yeo, UCSD	ENCODE	released	/files/ENCFF912JVC/,/files/ENCFF038QQM/,/files/ENCFF354DZK/,/files/ENCFF589NCU/,/files/ENCFF593PCX/,/files/ENCFF709HAD/,/files/ENCFF075NSB/,/files/ENCFF651VGM/,/files/ENCFF460TAE/,/files/ENCFF500JQA/,/files/ENCFF328SYC/,/files/ENCFF071WZV/,/files/ENCFF133GHS/,/files/ENCFF413CWK/,/files/ENCFF236WOT/,/files/ENCFF853NSA/,/files/ENCFF207BLP/,/files/ENCFF765PIF/,/files/ENCFF125UVA/,/files/ENCFF409GPI/,/files/ENCFF327JJE/,/files/ENCFF432ASF/,/files/ENCFF946ENX/,/files/ENCFF636PHB/,/files/ENCFF481BSO/,/files/ENCFF573SHV/		ENCBS547JWV,ENCBS537ADD	1,2	1	ENCAB278ULX	Homo sapiens	child	15 years												/replicates/552e4f37-c38e-41ad-a8f5-ce52f5aa96d6/,/replicates/cad12790-b03c-43fd-97a0-c667d1551677/				
/experiments/ENCSR057DWB/	ENCSR057DWB	eCLIP	eCLIP	cell line	/targets/TIA1-human/	TIA1	TIA1	Homo sapiens K562	K562	GEO:GSE91440	eCLIP experiment on K562 against TIA1	Gene Yeo, UCSD	ENCODE	released	/files/ENCFF298ZAG/,/files/ENCFF893QVN/,/files/ENCFF604VPQ/,/files/ENCFF710AFX/,/files/ENCFF820BWG/,/files/ENCFF314LSF/,/files/ENCFF900OHV/,/files/ENCFF080VML/,/files/ENCFF581EBE/,/files/ENCFF794KQT/,/files/ENCFF017ZEM/,/files/ENCFF248YBJ/,/files/ENCFF262IWZ/,/files/ENCFF093IND/,/files/ENCFF873ZAY/,/files/ENCFF782ZMF/,/files/ENCFF940BFP/,/files/ENCFF918KMT/,/files/ENCFF509PKA/,/files/ENCFF673MNH/,/files/ENCFF674TKN/,/files/ENCFF348TPU/,/files/ENCFF399NDL/,/files/ENCFF202HXA/,/files/ENCFF031JPO/,/files/ENCFF125CWQ/		ENCBS126AJR,ENCBS549CIX	1,2	1	ENCAB000BGC	Homo sapiens	adult	53 years												/replicates/7c6fdbd6-9e0e-43e4-b1a5-a819f25ab799/,/replicates/bdfb997a-9594-4f0d-9b3e-7d3b74e09930/				
/experiments/ENCSR919HSE/	ENCSR919HSE	eCLIP	eCLIP	cell line	/targets/CSTF2T-human/	CSTF2T	CSTF2T	Homo sapiens HepG2	HepG2	RBPImage:CSTF2T,GEO:GSE92163	eCLIP experiment on HepG2 against CSTF2T	Gene Yeo, UCSD	ENCODE	released	/files/ENCFF762UXF/,/files/ENCFF860GJP/,/files/ENCFF093WJU/,/files/ENCFF313BCR/,/files/ENCFF346HHC/,/files/ENCFF268ECW/,/files/ENCFF945YRD/,/files/ENCFF562AZL/,/files/ENCFF208OVE/,/files/ENCFF444JQZ/,/files/ENCFF787TEA/,/files/ENCFF649JWC/,/files/ENCFF097YMJ/,/files/ENCFF894CWQ/,/files/ENCFF843RIM/,/files/ENCFF212AOD/,/files/ENCFF854JCC/,/files/ENCFF141DOI/,/files/ENCFF700HIR/,/files/ENCFF786JAM/,/files/ENCFF625AZC/,/files/ENCFF019IEW/,/files/ENCFF240AIR/,/files/ENCFF703DUZ/,/files/ENCFF478SRR/,/files/ENCFF550EJC/		ENCBS861HMN,ENCBS548DJV	2,1	1	ENCAB005DBK	Homo sapiens	child	15 years												/replicates/9d3b9803-69f5-4189-9e7a-1610d4643809/,/replicates/a2139ecc-f960-4f05-bd82-3b2d36410b82/				
/experiments/ENCSR366DGX/	ENCSR366DGX	eCLIP	eCLIP	cell line	/targets/KHSRP-human/	KHSRP	KHSRP	Homo sapiens HepG2	HepG2	GEO:GSE177285,RBPImage:KHSRP	eCLIP experiment on HepG2 against KHSRP	Gene Yeo, UCSD	ENCODE	released	/files/ENCFF950SML/,/files/ENCFF503GYR/,/files/ENCFF844XLZ/,/files/ENCFF840EOA/,/files/ENCFF464FAG/,/files/ENCFF963RSK/,/files/ENCFF226SDL/,/files/ENCFF558STP/,/files/ENCFF021EEK/,/files/ENCFF137MID/,/files/ENCFF509GWT/,/files/ENCFF891IAC/,/files/ENCFF609DDN/,/files/ENCFF830UWW/,/files/ENCFF961WNO/,/files/ENCFF701PJM/,/files/ENCFF324JVF/,/files/ENCFF992GXR/,/files/ENCFF172TOY/,/files/ENCFF906PCP/,/files/ENCFF611AHG/,/files/ENCFF988MWD/,/files/ENCFF630TDS/,/files/ENCFF573GBE/,/files/ENCFF553APP/,/files/ENCFF771QAU/		ENCBS575NGC,ENCBS074YUC	2,1	1	ENCAB531WWS	Homo sapiens	child	15 years												/replicates/78abe836-21bc-4e36-bdea-d2cccc291bd7/,/replicates/7e551308-1cad-46f7-aa29-949967d0af56/				
/experiments/ENCSR249ROI/	ENCSR249ROI	eCLIP	eCLIP	cell line	/targets/HNRNPC-human/	HNRNPC	HNRNPC	Homo sapiens K562	K562	GEO:GSE176888	eCLIP experiment on K562 against HNRNPC	Gene Yeo, UCSD	ENCODE	released	/files/ENCFF937KFG/,/files/ENCFF734JPC/,/files/ENCFF149LRA/,/files/ENCFF669MUY/,/files/ENCFF381SDJ/,/files/ENCFF669YBJ/,/files/ENCFF330MMF/,/files/ENCFF187OQS/,/files/ENCFF147RRK/,/files/ENCFF334ACF/,/files/ENCFF062LWZ/,/files/ENCFF971ZDB/,/files/ENCFF202EXL/,/files/ENCFF778YMU/,/files/ENCFF048BIQ/,/files/ENCFF935AZO/,/files/ENCFF865EZO/,/files/ENCFF749IQI/,/files/ENCFF896JOI/,/files/ENCFF214HGS/,/files/ENCFF664RLU/,/files/ENCFF526OQL/,/files/ENCFF810SWJ/,/files/ENCFF961KTO/,/files/ENCFF159HMF/,/files/ENCFF167CDB/		ENCBS039CVO,ENCBS505ILK	1,2	1	ENCAB275OHR	Homo sapiens	adult	53 years												/replicates/2dacd531-5d23-4b22-ab48-312acf3efefa/,/replicates/042f95d2-2708-4acf-8eb6-816f86b6d63f/				
/experiments/ENCSR887FHF/	ENCSR887FHF	eCLIP	eCLIP	cell line	/targets/FASTKD2-human/	FASTKD2	FASTKD2	Homo sapiens K562	K562	GEO:GSE92134	eCLIP experiment on K562 against FASTKD2	Gene Yeo, UCSD	ENCODE	released	/files/ENCFF225HCD/,/files/ENCFF724UQB/,/files/ENCFF111XRA/,/files/ENCFF567KSY/,/files/ENCFF223JNG/,/files/ENCFF158VSM/,/files/ENCFF357ABQ/,/files/ENCFF769KHB/,/files/ENCFF278SLD/,/files/ENCFF898XKM/,/files/ENCFF840SDN/,/files/ENCFF649KGI/,/files/ENCFF661SDU/,/files/ENCFF965AJN/,/files/ENCFF232TCE/,/files/ENCFF042LBO/,/files/ENCFF505SKP/,/files/ENCFF423SOR/,/files/ENCFF885BWV/,/files/ENCFF943JBN/,/files/ENCFF267DFP/,/files/ENCFF718VRE/,/files/ENCFF548WUW/,/files/ENCFF045FDJ/,/files/ENCFF025IFV/,/files/ENCFF280KMG/		ENCBS517UIR,ENCBS318IMK	2,1	1	ENCAB541LFT	Homo sapiens	adult	53 years												/replicates/6fe448f6-e9c3-4808-a784-1f597dddd6ed/,/replicates/5ef87154-9036-4d54-8a6e-96d76522d6d3/				
/experiments/ENCSR061SZV/	ENCSR061SZV	eCLIP	eCLIP	cell line	/targets/DGCR8-human/	DGCR8	DGCR8	Homo sapiens HepG2	HepG2	RBPImage:DGCR8,GEO:GSE176838	eCLIP experiment on HepG2 against DGCR8	Gene Yeo, UCSD	ENCODE	released	/files/ENCFF420ZZD/,/files/ENCFF905UKZ/,/files/ENCFF542YWU/,/files/ENCFF347OGO/,/files/ENCFF559WUX/,/files/ENCFF703NQI/,/files/ENCFF242WEP/,/files/ENCFF414UFZ/,/files/ENCFF960NPN/,/files/ENCFF826SOM/,/files/ENCFF933HUL/,/files/ENCFF810XFM/,/files/ENCFF833NAI/,/files/ENCFF781EOX/,/files/ENCFF028NKZ/,/files/ENCFF720NSH/,/files/ENCFF254XWY/,/files/ENCFF193URO/,/files/ENCFF674MHQ/,/files/ENCFF382SXP/,/files/ENCFF492NNT/,/files/ENCFF951OAJ/,/files/ENCFF578BUD/,/files/ENCFF990NBL/,/files/ENCFF461HDJ/,/files/ENCFF648JOL/		ENCBS308ZPA,ENCBS362ASG	2,1	1	ENCAB462ILE	Homo sapiens	child	15 years												/replicates/15f796a8-bc16-4d82-98ad-4c2f30292fef/,/replicates/c43dac3c-de97-4d1e-b867-9c80c7e9a8fa/				
/experiments/ENCSR121NVA/	ENCSR121NVA	eCLIP	eCLIP	cell line	/targets/PRPF8-human/	PRPF8	PRPF8	Homo sapiens HepG2	HepG2	GEO:GSE91508,RBPImage:PRPF8	eCLIP experiment on HepG2 against PRPF8	Gene Yeo, UCSD	ENCODE	released	/files/ENCFF507XFA/,/files/ENCFF074MHP/,/files/ENCFF419BEO/,/files/ENCFF770UHE/,/files/ENCFF244MEN/,/files/ENCFF134AZF/,/files/ENCFF865SCT/,/files/ENCFF205BLM/,/files/ENCFF672HFP/,/files/ENCFF016DQE/,/files/ENCFF782SZB/,/files/ENCFF493OBW/,/files/ENCFF322FCO/,/files/ENCFF319EMF/,/files/ENCFF095PCI/,/files/ENCFF763OWE/,/files/ENCFF044RKN/,/files/ENCFF048YPA/,/files/ENCFF646XFI/,/files/ENCFF156PFJ/,/files/ENCFF923IAU/,/files/ENCFF098XUM/,/files/ENCFF552FSY/,/files/ENCFF801PCX/,/files/ENCFF159RSW/,/files/ENCFF446YMK/		ENCBS859FFE,ENCBS548DJV	2,1	1	ENCAB207WIC	Homo sapiens	child	15 years												/replicates/7b8e259f-7642-4c9f-8d1d-004ce115a940/,/replicates/e04cd6cf-a144-4685-a101-c003df0a14d2/				
/experiments/ENCSR744GEU/	ENCSR744GEU	eCLIP	eCLIP	cell line	/targets/IGF2BP1-human/	IGF2BP1	IGF2BP1	Homo sapiens HepG2	HepG2	GEO:GSE92021,RBPImage:IGF2BP1	eCLIP experiment on HepG2 against IGF2BP1	Gene Yeo, UCSD	ENCODE	released	/files/ENCFF943QCL/,/files/ENCFF437VOG/,/files/ENCFF362JFX/,/files/ENCFF539YWE/,/files/ENCFF059OSQ/,/files/ENCFF438FSK/,/files/ENCFF517ECT/,/files/ENCFF427IMN/,/files/ENCFF777OWL/,/files/ENCFF081XSP/,/files/ENCFF906EOC/,/files/ENCFF426PJF/,/files/ENCFF079OER/,/files/ENCFF026VOV/,/files/ENCFF725BUB/,/files/ENCFF398TNM/,/files/ENCFF370PYL/,/files/ENCFF442USD/,/files/ENCFF976DBP/,/files/ENCFF486BXN/,/files/ENCFF705SDK/,/files/ENCFF145YYK/,/files/ENCFF068FVA/,/files/ENCFF047WLR/,/files/ENCFF408OWO/,/files/ENCFF358CZV/		ENCBS537ADD,ENCBS547JWV	1,2	1	ENCAB108MXA	Homo sapiens	child	15 years												/replicates/3cf69ab2-8ee2-48c2-a3be-0ae9863153d1/,/replicates/1e26753b-bfec-4963-8756-280ca4e11f07/				
/experiments/ENCSR916SRV/	ENCSR916SRV	eCLIP	eCLIP	cell line	/targets/TBRG4-human/	TBRG4	TBRG4	Homo sapiens HepG2	HepG2	RBPImage:TBRG4,GEO:GSE92160	eCLIP experiment on HepG2 against TBRG4	Gene Yeo, UCSD	ENCODE	released	/files/ENCFF085PRU/,/files/ENCFF669MVS/,/files/ENCFF447XXS/,/files/ENCFF718RWU/,/files/ENCFF925OBE/,/files/ENCFF116ASC/,/files/ENCFF304YLR/,/files/ENCFF189PHS/,/files/ENCFF061HNX/,/files/ENCFF273POY/,/files/ENCFF075KBV/,/files/ENCFF162ZNS/,/files/ENCFF406GRV/,/files/ENCFF261PBE/,/files/ENCFF774EOF/,/files/ENCFF721DQT/,/files/ENCFF711EEJ/,/files/ENCFF869RUC/,/files/ENCFF472CCD/,/files/ENCFF454ZHL/,/files/ENCFF348TAB/,/files/ENCFF736HGJ/,/files/ENCFF805JUH/,/files/ENCFF979BSQ/,/files/ENCFF895JLP/,/files/ENCFF987EOP/		ENCBS492SDY,ENCBS621TAB	2,1	1	ENCAB890JXZ	Homo sapiens	child	15 years												/replicates/0028cb3c-751c-4b28-bb0f-75474ec05d4f/,/replicates/7ccf21b3-2945-4b81-82e9-2f10b483a6c2/				
/experiments/ENCSR568DZW/	ENCSR568DZW	eCLIP	eCLIP	cell line	/targets/TAF15-human/	TAF15	TAF15	Homo sapiens K562	K562	GEO:GSE91881	eCLIP experiment on K562 against TAF15	Gene Yeo, UCSD	ENCODE	released	/files/ENCFF798VKV/,/files/ENCFF646IFT/,/files/ENCFF364URW/,/files/ENCFF915ATC/,/files/ENCFF959XVH/,/files/ENCFF797IKQ/,/files/ENCFF131ZWK/,/files/ENCFF044RGH/,/files/ENCFF501PCN/,/files/ENCFF060GPY/,/files/ENCFF985AJE/,/files/ENCFF340JJV/,/files/ENCFF932ZIK/,/files/ENCFF639RAN/,/files/ENCFF225ZZO/,/files/ENCFF576QRC/,/files/ENCFF778THT/,/files/ENCFF822NWY/,/files/ENCFF979IVI/,/files/ENCFF783IGF/,/files/ENCFF996BXS/,/files/ENCFF409DPS/,/files/ENCFF284FIC/,/files/ENCFF659WCC/,/files/ENCFF375MMT/,/files/ENCFF211PKX/		ENCBS931MQO,ENCBS253VOZ	1,2	1	ENCAB249IHJ	Homo sapiens	adult	53 years												/replicates/74d74513-332c-4b3e-bddf-33d3ff069dcb/,/replicates/7b3d22e1-5f2a-422e-8b5d-dd19467c1449/				
/experiments/ENCSR485QCG/	ENCSR485QCG	eCLIP	eCLIP	cell line	/targets/BCCIP-human/	BCCIP	BCCIP	Homo sapiens HepG2	HepG2	RBPImage:BCCIP,GEO:GSE91804	eCLIP experiment on HepG2 against BCCIP	Gene Yeo, UCSD	ENCODE	released	/files/ENCFF287LMI/,/files/ENCFF300RFO/,/files/ENCFF292ANE/,/files/ENCFF896YHT/,/files/ENCFF005HRW/,/files/ENCFF731PYG/,/files/ENCFF842EFT/,/files/ENCFF081LVD/,/files/ENCFF690EFW/,/files/ENCFF848EIH/,/files/ENCFF445THX/,/files/ENCFF624RYV/,/files/ENCFF036HJS/,/files/ENCFF634VRY/,/files/ENCFF421TBP/,/files/ENCFF975TTN/,/files/ENCFF184OOX/,/files/ENCFF134LIU/,/files/ENCFF627YDB/,/files/ENCFF698TRT/,/files/ENCFF377WFP/,/files/ENCFF296TYQ/,/files/ENCFF759IVI/,/files/ENCFF178AAX/,/files/ENCFF887NCX/,/files/ENCFF707GVV/		ENCBS847PBZ,ENCBS447JNO	2,1	1	ENCAB586MIB	Homo sapiens	child	15 years												/replicates/e63bae6d-ada2-428c-8a57-efbaaa548748/,/replicates/7b050ba1-dfd1-4f22-977c-30ef21505669/				
/experiments/ENCSR194HZU/	ENCSR194HZU	eCLIP	eCLIP	cell line	/targets/NOLC1-human/	NOLC1	NOLC1	Homo sapiens HepG2	HepG2	GEO:GSE176927,RBPImage:NOLC1	eCLIP experiment on HepG2 against NOLC1	Gene Yeo, UCSD	ENCODE	released	/files/ENCFF537BAJ/,/files/ENCFF656UJI/,/files/ENCFF161CIM/,/files/ENCFF091OGJ/,/files/ENCFF840HYK/,/files/ENCFF102DLV/,/files/ENCFF944ISN/,/files/ENCFF405PYI/,/files/ENCFF329FPZ/,/files/ENCFF688RLF/,/files/ENCFF253RLM/,/files/ENCFF414HCO/,/files/ENCFF688VND/,/files/ENCFF583EBP/,/files/ENCFF805JFN/,/files/ENCFF771XSZ/,/files/ENCFF087PHE/,/files/ENCFF137YFD/,/files/ENCFF913QWS/,/files/ENCFF633BUL/,/files/ENCFF645PLG/,/files/ENCFF560WXZ/,/files/ENCFF845UMK/,/files/ENCFF041WQX/,/files/ENCFF297FNV/,/files/ENCFF844FIQ/		ENCBS881CIF,ENCBS308ZPA	2,1	1	ENCAB287BXF	Homo sapiens	child	15 years												/replicates/a19f89b7-1c17-4629-917d-dbe0e80de73f/,/replicates/8a0f42eb-2ac9-41c5-9ff4-982e5881a5f0/				
/experiments/ENCSR128VXC/	ENCSR128VXC	eCLIP	eCLIP	cell line	/targets/SND1-human/	SND1	SND1	Homo sapiens K562	K562	GEO:GSE91516	eCLIP experiment on K562 against SND1	Gene Yeo, UCSD	ENCODE	released	/files/ENCFF237HET/,/files/ENCFF871WGQ/,/files/ENCFF128MAP/,/files/ENCFF157LOT/,/files/ENCFF367EEH/,/files/ENCFF612RZN/,/files/ENCFF331VCF/,/files/ENCFF351QXF/,/files/ENCFF867TFQ/,/files/ENCFF934MCU/,/files/ENCFF577WGX/,/files/ENCFF567VFQ/,/files/ENCFF211QBY/,/files/ENCFF869HBJ/,/files/ENCFF664JCH/,/files/ENCFF029JEG/,/files/ENCFF615YQJ/,/files/ENCFF211TRO/,/files/ENCFF677MQI/,/files/ENCFF479VZE/,/files/ENCFF341KSL/,/files/ENCFF971LCF/,/files/ENCFF170LCY/,/files/ENCFF430VKJ/,/files/ENCFF375WFM/,/files/ENCFF114EYT/		ENCBS831COV,ENCBS081NLE	1,2	1	ENCAB162GME	Homo sapiens	adult	53 years												/replicates/6f22d45c-6f20-4b70-9f95-0612ced9083c/,/replicates/c881a5b3-c2cd-4799-9f6d-6c0a65ef7819/				
/experiments/ENCSR440MSY/	ENCSR440MSY	eCLIP	eCLIP	cell line	/targets/ELAC2-human/	ELAC2	ELAC2	Homo sapiens K562	K562		eCLIP experiment on K562 against ELAC2	Gene Yeo, UCSD	ENCODE	released	/files/ENCFF908GRB/,/files/ENCFF893MRC/,/files/ENCFF811PSC/,/files/ENCFF871ZNQ/,/files/ENCFF726IYX/,/files/ENCFF121HUI/,/files/ENCFF382ERX/,/files/ENCFF257IJD/,/files/ENCFF313HFG/,/files/ENCFF731IGL/,/files/ENCFF397BRB/,/files/ENCFF958IRA/,/files/ENCFF713MUH/,/files/ENCFF526ZZK/,/files/ENCFF850ZSC/,/files/ENCFF454CZU/,/files/ENCFF732ZAY/,/files/ENCFF641FTO/		ENCBS175JIH,ENCBS592SHU	1,2	1	ENCAB519QXK	Homo sapiens	adult	53 years												/replicates/9bd2dd2d-0311-439c-933d-c9c305ca09b2/,/replicates/b4913b8b-fc57-4f61-b82c-cf1f36f06394/				
/experiments/ENCSR498DQS/	ENCSR498DQS	eCLIP	eCLIP	cell line	/targets/METTL1-human/	METTL1	METTL1	Homo sapiens K562	K562		eCLIP experiment on K562 against METTL1	Gene Yeo, UCSD	ENCODE	released	/files/ENCFF924RUW/,/files/ENCFF459PMF/,/files/ENCFF558ZVR/,/files/ENCFF923EBZ/,/files/ENCFF163QHZ/,/files/ENCFF170CLJ/,/files/ENCFF104HUS/,/files/ENCFF925WPG/,/files/ENCFF046STR/,/files/ENCFF320TZU/,/files/ENCFF990ODU/,/files/ENCFF116STD/,/files/ENCFF075MZV/,/files/ENCFF618DYL/,/files/ENCFF125IDN/,/files/ENCFF044GUK/,/files/ENCFF244WSF/,/files/ENCFF599AZP/		ENCBS592SHU,ENCBS175JIH	2,1	1	ENCAB061GXO	Homo sapiens	adult	53 years												/replicates/e050794d-74a0-4c18-90c7-e9aea85501bc/,/replicates/9d57f717-c23d-46a0-856e-8ab01712189c/				
/experiments/ENCSR521GON/	ENCSR521GON	eCLIP	eCLIP	cell line	/targets/EXOSC10-human/	EXOSC10	EXOSC10	Homo sapiens K562	K562		eCLIP experiment on K562 against EXOSC10	Gene Yeo, UCSD	ENCODE	released	/files/ENCFF219AFL/,/files/ENCFF538WWX/,/files/ENCFF856GQF/,/files/ENCFF338WDB/,/files/ENCFF667MZG/,/files/ENCFF267USI/,/files/ENCFF587MYC/,/files/ENCFF598IUA/,/files/ENCFF332TUN/,/files/ENCFF541MVG/,/files/ENCFF501LBN/,/files/ENCFF852QAD/,/files/ENCFF053PAM/,/files/ENCFF448LBY/,/files/ENCFF663WYH/,/files/ENCFF607UEV/,/files/ENCFF486PWI/,/files/ENCFF311XEJ/		ENCBS175JIH,ENCBS592SHU	1,2	1	ENCAB270KRD	Homo sapiens	adult	53 years												/replicates/8627c45b-1f8d-42fc-8e3a-1a06a7ed6b70/,/replicates/688e16d4-a6db-4419-80a7-67cfa311c0e3/				
/experiments/ENCSR090LNQ/	ENCSR090LNQ	eCLIP	eCLIP	cell line	/targets/ELAVL1-human/	ELAVL1	ELAVL1	Homo sapiens K562	K562		eCLIP experiment on K562 against ELAVL1	Gene Yeo, UCSD	ENCODE	released	/files/ENCFF786UGT/,/files/ENCFF452ZWM/,/files/ENCFF022MBI/,/files/ENCFF150XON/,/files/ENCFF085ZSE/,/files/ENCFF245TBA/,/files/ENCFF948STA/,/files/ENCFF540EUV/,/files/ENCFF985QYQ/,/files/ENCFF667MNK/,/files/ENCFF631NUT/,/files/ENCFF642YDN/,/files/ENCFF856NLY/,/files/ENCFF742QQK/,/files/ENCFF566LNK/,/files/ENCFF797ZAP/,/files/ENCFF389DKM/,/files/ENCFF908EEH/		ENCBS177POD,ENCBS344MAK	2,1	1	ENCAB443AAH	Homo sapiens	adult	53 years												/replicates/273bb084-bffa-48eb-976a-e336c7d5730a/,/replicates/a65aac8a-81d1-4a5c-b7e0-fa33aa6fe0d8/				
/experiments/ENCSR100ARZ/	ENCSR100ARZ	eCLIP	eCLIP	cell line	/targets/RPS6-human/	RPS6	RPS6	Homo sapiens K562	K562		eCLIP experiment on K562 against RPS6	Gene Yeo, UCSD	ENCODE	released	/files/ENCFF915ASX/,/files/ENCFF182GNB/,/files/ENCFF231YMW/,/files/ENCFF508QDD/,/files/ENCFF414VIJ/,/files/ENCFF931MCZ/,/files/ENCFF568TFB/,/files/ENCFF085EPU/,/files/ENCFF457LIU/,/files/ENCFF929BBP/,/files/ENCFF505QFY/,/files/ENCFF013EJK/,/files/ENCFF338ZYM/,/files/ENCFF015KGC/,/files/ENCFF260ZOK/,/files/ENCFF368NLU/,/files/ENCFF018KHT/,/files/ENCFF209MVZ/		ENCBS177POD,ENCBS039CVO	2,1	1	ENCAB305KJD	Homo sapiens	adult	53 years												/replicates/a4dc7b64-1bd8-4b5c-b8f3-cf53d3591f93/,/replicates/9c73dad9-f66b-4e0d-8120-908b57056768/				
/experiments/ENCSR448GXJ/	ENCSR448GXJ	eCLIP	eCLIP	cell line	/targets/GARS-human/	GARS	GARS	Homo sapiens K562	K562		eCLIP experiment on K562 against GARS	Gene Yeo, UCSD	ENCODE	released	/files/ENCFF432GIZ/,/files/ENCFF530TJP/,/files/ENCFF212MXS/,/files/ENCFF548HWJ/,/files/ENCFF221NHT/,/files/ENCFF852FHN/,/files/ENCFF751AFU/,/files/ENCFF673SBQ/,/files/ENCFF358EEW/,/files/ENCFF039LSL/,/files/ENCFF293RPW/,/files/ENCFF945JTL/,/files/ENCFF371VBO/,/files/ENCFF223VLH/,/files/ENCFF390NMJ/,/files/ENCFF129LEK/,/files/ENCFF597FSD/,/files/ENCFF588BHZ/		ENCBS177POD,ENCBS344MAK	2,1	1	ENCAB009SWM	Homo sapiens	adult	53 years												/replicates/42092834-81cf-41ce-a7f5-f22d2c13f6ff/,/replicates/6ba55692-d2db-4a64-aaad-64c3d3cb417b/				
/experiments/ENCSR554UVB/	ENCSR554UVB	eCLIP	eCLIP	cell line	/targets/FMR1-human/	FMR1	FMR1	Homo sapiens K562	K562		eCLIP experiment on K562 against FMR1	Gene Yeo, UCSD	ENCODE	released	/files/ENCFF348IRX/,/files/ENCFF491YJX/,/files/ENCFF116JQY/,/files/ENCFF060SQN/,/files/ENCFF245BWO/,/files/ENCFF368DCQ/,/files/ENCFF999DYF/,/files/ENCFF295LNR/,/files/ENCFF201KFU/,/files/ENCFF271SFW/,/files/ENCFF906CLF/,/files/ENCFF524LLU/,/files/ENCFF066LUR/,/files/ENCFF033DLE/,/files/ENCFF630KXK/,/files/ENCFF944YNX/,/files/ENCFF320MZQ/,/files/ENCFF543KQW/		ENCBS344MAK,ENCBS177POD	1,2	1	ENCAB650WPE	Homo sapiens	adult	53 years												/replicates/7dff10c3-22eb-4fa0-95b8-7b14f7e2ec2f/,/replicates/6da2edf8-30fc-4d25-96a7-801164928c7d/				
/experiments/ENCSR256NCI/	ENCSR256NCI	eCLIP	eCLIP	cell line	/targets/APEX1-human/	APEX1	APEX1	Homo sapiens K562	K562		eCLIP experiment on K562 against APEX1	Gene Yeo, UCSD	ENCODE	released	/files/ENCFF785OLO/,/files/ENCFF495VVD/,/files/ENCFF229VXP/,/files/ENCFF111VDP/,/files/ENCFF055GIW/,/files/ENCFF504OBG/,/files/ENCFF674OZZ/,/files/ENCFF129GFV/,/files/ENCFF785VGC/,/files/ENCFF808VYJ/,/files/ENCFF934PME/,/files/ENCFF842TZP/,/files/ENCFF815YXB/,/files/ENCFF143NZE/,/files/ENCFF283WLS/,/files/ENCFF726TGL/,/files/ENCFF825GIW/,/files/ENCFF785DNN/		ENCBS177POD,ENCBS344MAK	2,1	1	ENCAB328DHC	Homo sapiens	adult	53 years												/replicates/30df440d-3914-4005-be1d-d1341fd3089d/,/replicates/55459854-4a81-408e-aa5e-bf67b94da837/				
/experiments/ENCSR767OEY/	ENCSR767OEY	eCLIP	eCLIP	cell line	/targets/FXR2-human/	FXR2	FXR2	Homo sapiens K562	K562		eCLIP experiment on K562 against FXR2	Gene Yeo, UCSD	ENCODE	released	/files/ENCFF232ODO/,/files/ENCFF581HLQ/,/files/ENCFF301ANL/,/files/ENCFF262HKO/,/files/ENCFF272ZMQ/,/files/ENCFF409EJS/,/files/ENCFF888QOX/,/files/ENCFF553NHT/,/files/ENCFF379JFL/,/files/ENCFF840LRC/,/files/ENCFF209HNC/,/files/ENCFF730SFB/,/files/ENCFF051IAD/,/files/ENCFF210KBV/,/files/ENCFF111LMZ/,/files/ENCFF366ZVI/,/files/ENCFF771QBQ/,/files/ENCFF822EID/		ENCBS039CVO,ENCBS177POD	1,2	1	ENCAB479NSE	Homo sapiens	adult	53 years												/replicates/5c9c6958-2096-438d-8c71-b273139b2470/,/replicates/4c4f6ac3-f436-4e46-8e0f-99e5639484c8/				
